Vitglobal.com - eRuido DBAMonitor DataLogging File
System started at 	2022-09-29T14:27:26
Datalogging started at 	2022-09-30T14:39:11
LAEq1s,LCEq1s,LASlow,LASMax,Temperature,Humidity,Windspeed,Winddir,DateTime
23.2885,44.7226,23.5301,23.8445,,,-1,-1,2022-09-30T14:50:20
24.0117,45.0437,23.8633,23.8633,,,-1,-1,2022-09-30T14:50:21
25.3339,48.3043,24.8713,24.879,,,-1,-1,2022-09-30T14:50:22
26.4811,49.0214,25.8523,26.0201,,,-1,-1,2022-09-30T14:50:23
26.5176,50.0563,26.3299,26.3299,,,-1,-1,2022-09-30T14:50:24
26.7351,50.3717,26.5746,26.5999,,,-1,-1,2022-09-30T14:50:25
26.5865,52.6845,26.5818,26.638,,,-1,-1,2022-09-30T14:50:26
25.7408,50.8375,26.0592,26.5538,,,-1,-1,2022-09-30T14:50:27
25.0492,47.2973,25.4459,26.06,,,-1,-1,2022-09-30T14:50:28
25.2729,49.1957,25.3401,25.4412,,,-1,-1,2022-09-30T14:50:29
25.2707,47.3789,25.428,25.4374,,,-1,-1,2022-09-30T14:50:30
24.7883,45.5357,24.9559,25.5196,,,-1,-1,2022-09-30T14:50:31
24.2469,44.6886,24.5503,24.947,,,-1,-1,2022-09-30T14:50:32
25.3609,44.8599,25.1745,25.1745,,,-1,-1,2022-09-30T14:50:33
25.1311,47.5235,25.1564,25.2979,,,-1,-1,2022-09-30T14:50:34
29.2872,49.6985,28.1133,28.1133,,,-1,-1,2022-09-30T14:50:35
28.9675,49.836,28.4595,29.0269,,,-1,-1,2022-09-30T14:50:36
29.5051,50.5436,29.0701,29.1635,,,-1,-1,2022-09-30T14:50:37
27.8138,48.3992,28.4443,29.07,,,-1,-1,2022-09-30T14:50:38
22.8097,39.1347,25.9184,28.3884,,,-1,-1,2022-09-30T14:50:39
22.6319,39.8169,24.1764,25.8783,,,-1,-1,2022-09-30T14:50:40
22.4327,39.4712,23.1964,24.1455,,,-1,-1,2022-09-30T14:50:41
22.7036,38.8924,22.9284,23.1797,,,-1,-1,2022-09-30T14:50:42
22.803,39.1231,22.8648,22.9226,,,-1,-1,2022-09-30T14:50:43
22.9133,39.8932,22.8877,22.9232,,,-1,-1,2022-09-30T14:50:44
23.0206,41.1738,23.0317,23.0317,,,-1,-1,2022-09-30T14:50:45
23.7806,43.5706,23.5406,23.5406,,,-1,-1,2022-09-30T14:50:46
24.3271,48.2373,24.1335,24.1777,,,-1,-1,2022-09-30T14:50:47
24.1434,46.8955,24.1248,24.2023,,,-1,-1,2022-09-30T14:50:48
23.4703,48.0242,23.7273,24.1197,,,-1,-1,2022-09-30T14:50:49
23.4904,46.2694,23.6169,23.7321,,,-1,-1,2022-09-30T14:50:50
23.9503,47.4533,23.9171,23.9171,,,-1,-1,2022-09-30T14:50:51
26.5954,49.9686,26.09,26.09,,,-1,-1,2022-09-30T14:50:52
26.5363,51.0199,26.2602,26.6234,,,-1,-1,2022-09-30T14:50:53
27.8438,53.2958,27.186,27.3071,,,-1,-1,2022-09-30T14:50:54
28.2995,56.1856,27.8952,27.9578,,,-1,-1,2022-09-30T14:50:55
27.0452,52.9532,27.2891,28.1382,,,-1,-1,2022-09-30T14:50:56
25.217,54.8282,26.0536,27.2568,,,-1,-1,2022-09-30T14:50:57
23.9248,49.3245,24.8873,26.0169,,,-1,-1,2022-09-30T14:50:58
25.5317,53.1857,25.3729,25.4523,,,-1,-1,2022-09-30T14:50:59
23.3501,46.5935,24.227,25.3431,,,-1,-1,2022-09-30T14:51:00
23.1695,44.8088,23.5875,24.2087,,,-1,-1,2022-09-30T14:51:01
23.2602,42.3402,23.3703,23.6246,,,-1,-1,2022-09-30T14:51:02
23.765,44.1163,23.7151,23.7151,,,-1,-1,2022-09-30T14:51:03
24.0551,45.8633,23.9055,23.9303,,,-1,-1,2022-09-30T14:51:04
23.7159,45.4336,23.7828,23.9264,,,-1,-1,2022-09-30T14:51:05
24.3267,45.2291,24.1687,24.1687,,,-1,-1,2022-09-30T14:51:06
24.3427,48.984,24.2535,24.3151,,,-1,-1,2022-09-30T14:51:07
24.6095,49.5063,24.4478,24.5449,,,-1,-1,2022-09-30T14:51:08
24.36,48.7615,24.3214,24.6633,,,-1,-1,2022-09-30T14:51:09
23.7642,44.6398,23.9982,24.3103,,,-1,-1,2022-09-30T14:51:10
23.9108,47.604,23.9565,24.0335,,,-1,-1,2022-09-30T14:51:11
24.4226,48.3326,24.2668,24.2862,,,-1,-1,2022-09-30T14:51:12
23.1176,43.9835,23.6004,24.2388,,,-1,-1,2022-09-30T14:51:13
24.1553,45.9229,24.1274,24.1274,,,-1,-1,2022-09-30T14:51:14
26.4027,49.9852,25.358,25.8173,,,-1,-1,2022-09-30T14:51:15
26.0711,51.5312,25.8958,25.8958,,,-1,-1,2022-09-30T14:51:16
25.4237,50.2244,25.576,25.9646,,,-1,-1,2022-09-30T14:51:17
26.6834,51.2154,26.2833,26.3609,,,-1,-1,2022-09-30T14:51:18
26.6137,52.4533,26.4897,26.555,,,-1,-1,2022-09-30T14:51:19
26.7415,53.6519,26.6444,26.6743,,,-1,-1,2022-09-30T14:51:20
24.9297,53.8848,25.588,26.7053,,,-1,-1,2022-09-30T14:51:21
24.9835,53.6072,25.2537,25.5683,,,-1,-1,2022-09-30T14:51:22
24.2879,50.0802,24.624,25.2609,,,-1,-1,2022-09-30T14:51:23
23.6633,47.7691,24.03,24.6158,,,-1,-1,2022-09-30T14:51:24
23.8009,48.4854,23.9073,24.0423,,,-1,-1,2022-09-30T14:51:25
24.0625,48.9877,24.0274,24.0274,,,-1,-1,2022-09-30T14:51:26
24.4008,48.2722,24.2344,24.3631,,,-1,-1,2022-09-30T14:51:27
24.6691,50.889,24.5319,24.5512,,,-1,-1,2022-09-30T14:51:28
25.1001,50.4356,24.8305,24.9196,,,-1,-1,2022-09-30T14:51:29
24.3348,48.5496,24.5706,24.819,,,-1,-1,2022-09-30T14:51:30
24.3633,47.7056,24.4255,24.6754,,,-1,-1,2022-09-30T14:51:31
24.5885,48.4538,24.5307,24.5753,,,-1,-1,2022-09-30T14:51:32
25.6146,49.3627,25.2965,25.3477,,,-1,-1,2022-09-30T14:51:33
24.7069,47.5569,24.9303,25.3033,,,-1,-1,2022-09-30T14:51:34
25.0495,48.7065,25.029,25.029,,,-1,-1,2022-09-30T14:51:35
24.3426,45.132,24.5023,25.1388,,,-1,-1,2022-09-30T14:51:36
23.3665,43.3234,23.8387,24.4838,,,-1,-1,2022-09-30T14:51:37
23.4892,45.0491,23.6575,23.8221,,,-1,-1,2022-09-30T14:51:38
24.4794,46.4432,24.2437,24.2437,,,-1,-1,2022-09-30T14:51:39
24.9799,45.3005,24.6728,24.788,,,-1,-1,2022-09-30T14:51:40
24.444,45.6633,24.578,24.646,,,-1,-1,2022-09-30T14:51:41
25.4345,49.3448,25.0992,25.1759,,,-1,-1,2022-09-30T14:51:42
24.5781,46.1171,24.8154,25.1184,,,-1,-1,2022-09-30T14:51:43
24.5599,48.1645,24.6267,24.9148,,,-1,-1,2022-09-30T14:51:44
24.9856,48.3087,24.8485,24.8861,,,-1,-1,2022-09-30T14:51:45
25.7587,49.8188,25.4311,25.4651,,,-1,-1,2022-09-30T14:51:46
27.9275,54.8485,27.0382,27.0382,,,-1,-1,2022-09-30T14:51:47
24.4753,50.8422,25.5383,27.0735,,,-1,-1,2022-09-30T14:51:48
23.5466,47.9588,24.4517,25.5063,,,-1,-1,2022-09-30T14:51:49
26.7779,53.3415,26.2034,26.2283,,,-1,-1,2022-09-30T14:51:50
28.4368,54.3361,27.9014,27.9014,,,-1,-1,2022-09-30T14:51:51
29.1352,54.2138,28.5841,28.7708,,,-1,-1,2022-09-30T14:51:52
26.4614,49.197,27.3746,28.5589,,,-1,-1,2022-09-30T14:51:53
26.7219,48.5228,27.0428,27.3394,,,-1,-1,2022-09-30T14:51:54
28.4086,52.055,28.0955,28.0955,,,-1,-1,2022-09-30T14:51:55
28.7726,53.2452,28.7584,28.8007,,,-1,-1,2022-09-30T14:51:56
26.1371,49.0908,27.3955,28.711,,,-1,-1,2022-09-30T14:51:57
25.4961,48.1911,26.305,27.3725,,,-1,-1,2022-09-30T14:51:58
25.6031,47.9936,25.9858,26.2619,,,-1,-1,2022-09-30T14:51:59
26.9046,48.3689,26.403,26.7328,,,-1,-1,2022-09-30T14:52:00
25.5635,46.1811,25.9546,26.3627,,,-1,-1,2022-09-30T14:52:01
24.9862,47.1356,25.4175,25.9275,,,-1,-1,2022-09-30T14:52:02
27.0872,46.874,26.6083,26.6234,,,-1,-1,2022-09-30T14:52:03
24.8984,45.4198,25.6756,26.5883,,,-1,-1,2022-09-30T14:52:04
24.3075,46.3196,24.9038,25.648,,,-1,-1,2022-09-30T14:52:05
24.2856,45.6506,24.5806,24.8676,,,-1,-1,2022-09-30T14:52:06
24.508,47.331,24.4531,24.7452,,,-1,-1,2022-09-30T14:52:07
23.2844,43.9396,23.7877,24.4253,,,-1,-1,2022-09-30T14:52:08
23.1242,46.2793,23.3433,23.7781,,,-1,-1,2022-09-30T14:52:09
22.708,40.5165,22.966,23.3315,,,-1,-1,2022-09-30T14:52:10
22.5936,42.4965,22.775,22.9629,,,-1,-1,2022-09-30T14:52:11
22.7125,42.4594,22.771,22.771,,,-1,-1,2022-09-30T14:52:12
23.0122,41.2116,22.9797,22.9797,,,-1,-1,2022-09-30T14:52:13
23.557,43.2412,23.3925,23.3925,,,-1,-1,2022-09-30T14:52:14
24.2545,45.4677,23.8532,24.0205,,,-1,-1,2022-09-30T14:52:15
22.9449,43.4175,23.2974,23.8352,,,-1,-1,2022-09-30T14:52:16
22.6309,45.344,22.889,23.2798,,,-1,-1,2022-09-30T14:52:17
22.5281,40.0559,22.6663,22.8756,,,-1,-1,2022-09-30T14:52:18
22.5117,40.5865,22.5846,22.6766,,,-1,-1,2022-09-30T14:52:19
22.1088,39.055,22.3039,22.5771,,,-1,-1,2022-09-30T14:52:20
22.2392,38.5821,22.2618,22.3067,,,-1,-1,2022-09-30T14:52:21
22.2127,38.9273,22.2355,22.2956,,,-1,-1,2022-09-30T14:52:22
22.3752,39.6055,22.3396,22.3396,,,-1,-1,2022-09-30T14:52:23
22.4227,39.193,22.3816,22.413,,,-1,-1,2022-09-30T14:52:24
22.5084,40.0186,22.4523,22.4853,,,-1,-1,2022-09-30T14:52:25
22.4646,39.4104,22.4721,22.4754,,,-1,-1,2022-09-30T14:52:26
22.4476,39.9123,22.4348,22.5471,,,-1,-1,2022-09-30T14:52:27
22.505,39.1309,22.4642,22.5239,,,-1,-1,2022-09-30T14:52:28
22.345,39.1855,22.3929,22.4708,,,-1,-1,2022-09-30T14:52:29
22.3557,38.7888,22.3621,22.4309,,,-1,-1,2022-09-30T14:52:30
22.4232,39.2998,22.4005,22.4175,,,-1,-1,2022-09-30T14:52:31
22.3401,39.4376,22.3618,22.4134,,,-1,-1,2022-09-30T14:52:32
22.3362,37.8779,22.3413,22.4024,,,-1,-1,2022-09-30T14:52:33
22.2891,39.167,22.2859,22.3921,,,-1,-1,2022-09-30T14:52:34
22.2719,39.5412,22.2679,22.3278,,,-1,-1,2022-09-30T14:52:35
22.3506,39.8386,22.3196,22.337,,,-1,-1,2022-09-30T14:52:36
22.3697,38.7598,22.3442,22.3814,,,-1,-1,2022-09-30T14:52:37
22.2388,38.1754,22.2533,22.3901,,,-1,-1,2022-09-30T14:52:38
22.3629,38.5826,22.3134,22.3486,,,-1,-1,2022-09-30T14:52:39
22.3958,39.7314,22.3654,22.383,,,-1,-1,2022-09-30T14:52:40
22.4825,41.2744,22.4321,22.4384,,,-1,-1,2022-09-30T14:52:41
22.533,40.8052,22.5149,22.5159,,,-1,-1,2022-09-30T14:52:42
22.4571,40.3005,22.4589,22.5681,,,-1,-1,2022-09-30T14:52:43
22.6494,40.7113,22.5727,22.596,,,-1,-1,2022-09-30T14:52:44
23.0363,43.7027,22.8721,22.8721,,,-1,-1,2022-09-30T14:52:45
23.7832,45.562,23.5214,23.5214,,,-1,-1,2022-09-30T14:52:46
24.1453,46.2205,23.8911,23.8911,,,-1,-1,2022-09-30T14:52:47
24.7953,47.6442,24.4892,24.5244,,,-1,-1,2022-09-30T14:52:48
24.5482,48.0204,24.5762,24.5762,,,-1,-1,2022-09-30T14:52:49
25.5393,49.8353,25.2061,25.233,,,-1,-1,2022-09-30T14:52:50
24.9135,48.3502,25.0388,25.2253,,,-1,-1,2022-09-30T14:52:51
25.5431,49.0706,25.4956,25.4956,,,-1,-1,2022-09-30T14:52:52
25.7438,51.5737,25.5898,25.7425,,,-1,-1,2022-09-30T14:52:53
26.4073,50.7687,26.1334,26.1334,,,-1,-1,2022-09-30T14:52:54
25.9306,50.1592,25.9646,26.268,,,-1,-1,2022-09-30T14:52:55
26.0632,51.0216,26.0154,26.1303,,,-1,-1,2022-09-30T14:52:56
25.1086,49.5389,25.4144,26.0115,,,-1,-1,2022-09-30T14:52:57
23.9185,48.7013,24.543,25.3884,,,-1,-1,2022-09-30T14:52:58
24.0922,50.7584,24.2109,24.5985,,,-1,-1,2022-09-30T14:52:59
23.9759,49.301,24.0919,24.2037,,,-1,-1,2022-09-30T14:53:01
26.2458,55.4097,25.6765,25.6765,,,-1,-1,2022-09-30T14:53:01
28.3558,58.7411,27.6357,27.6357,,,-1,-1,2022-09-30T14:53:02
27.8229,56.2423,27.6085,28.0187,,,-1,-1,2022-09-30T14:53:03
26.0955,54.8375,26.8181,27.5732,,,-1,-1,2022-09-30T14:53:04
25.24,55.2956,25.8781,26.8211,,,-1,-1,2022-09-30T14:53:05
24.6402,50.8133,25.0922,25.8875,,,-1,-1,2022-09-30T14:53:06
23.7747,46.2178,24.3102,25.0642,,,-1,-1,2022-09-30T14:53:07
23.5439,47.7875,23.8782,24.2912,,,-1,-1,2022-09-30T14:53:08
24.3379,44.8423,24.2298,24.2325,,,-1,-1,2022-09-30T14:53:09
25.9605,48.7186,25.4731,25.4766,,,-1,-1,2022-09-30T14:53:10
26.0007,47.4598,25.849,25.8691,,,-1,-1,2022-09-30T14:53:11
26.2253,49.0746,26.2179,26.244,,,-1,-1,2022-09-30T14:53:12
26.7596,52.8226,26.564,26.5821,,,-1,-1,2022-09-30T14:53:13
27.6982,52.8155,27.3673,27.3673,,,-1,-1,2022-09-30T14:53:15
29.6291,59.0427,28.6951,29.0138,,,-1,-1,2022-09-30T14:53:15
25.3425,50.3975,26.772,28.677,,,-1,-1,2022-09-30T14:53:17
23.3602,43.8644,25.0703,26.7257,,,-1,-1,2022-09-30T14:53:17
22.7312,40.8117,23.7904,25.0338,,,-1,-1,2022-09-30T14:53:18
22.7261,40.7251,23.1444,23.7764,,,-1,-1,2022-09-30T14:53:19
22.997,43.1595,23.0867,23.1372,,,-1,-1,2022-09-30T14:53:20
23.264,44.1361,23.2084,23.2283,,,-1,-1,2022-09-30T14:53:22
23.0793,42.3245,23.1368,23.2339,,,-1,-1,2022-09-30T14:53:22
23.1668,42.7457,23.1727,23.1903,,,-1,-1,2022-09-30T14:53:24
23.6627,44.2389,23.4928,23.5069,,,-1,-1,2022-09-30T14:53:24
23.4606,45.2408,23.4496,23.5516,,,-1,-1,2022-09-30T14:53:25
22.8875,41.4569,23.1067,23.4299,,,-1,-1,2022-09-30T14:53:27
22.6651,42.1649,22.8475,23.1055,,,-1,-1,2022-09-30T14:53:27
22.2684,40.0427,22.4888,22.8341,,,-1,-1,2022-09-30T14:53:29
22.373,39.9369,22.4166,22.4882,,,-1,-1,2022-09-30T14:53:29
22.3238,40.1253,22.3773,22.4219,,,-1,-1,2022-09-30T14:53:30
22.3603,38.921,22.3621,22.4135,,,-1,-1,2022-09-30T14:53:31
22.1691,39.1232,22.2473,22.3796,,,-1,-1,2022-09-30T14:53:33
22.2869,39.1559,22.2674,22.3168,,,-1,-1,2022-09-30T14:53:33
22.2109,37.0327,22.2456,22.2716,,,-1,-1,2022-09-30T14:53:34
22.2966,37.4557,22.2863,22.2863,,,-1,-1,2022-09-30T14:53:35
22.4119,39.3429,22.3987,22.3987,,,-1,-1,2022-09-30T14:53:36
22.8584,39.862,22.707,22.707,,,-1,-1,2022-09-30T14:53:37
23.8381,40.4553,23.4471,23.4471,,,-1,-1,2022-09-30T14:53:38
25.4972,43.5657,24.9544,24.9544,,,-1,-1,2022-09-30T14:53:39
26.4036,45.4874,25.7535,26.0134,,,-1,-1,2022-09-30T14:53:41
24.0605,44.6687,24.767,25.7298,,,-1,-1,2022-09-30T14:53:41
23.3603,43.1603,23.9215,24.7623,,,-1,-1,2022-09-30T14:53:42
22.9573,40.3484,23.3736,23.9135,,,-1,-1,2022-09-30T14:53:44
22.54,38.8713,22.8577,23.3699,,,-1,-1,2022-09-30T14:53:45
22.2889,36.5976,22.5134,22.849,,,-1,-1,2022-09-30T14:53:46
22.3413,37.0646,22.4083,22.5199,,,-1,-1,2022-09-30T14:53:47
22.1791,39.5785,22.2584,22.4084,,,-1,-1,2022-09-30T14:53:48
22.2443,38.6359,22.2458,22.2884,,,-1,-1,2022-09-30T14:53:49
22.4955,39.3163,22.413,22.4162,,,-1,-1,2022-09-30T14:53:50
22.638,41.2881,22.5754,22.5754,,,-1,-1,2022-09-30T14:53:51
22.7702,43.6997,22.6978,22.7087,,,-1,-1,2022-09-30T14:53:52
23.0909,44.5119,22.9393,22.9624,,,-1,-1,2022-09-30T14:53:53
23.5301,43.5814,23.3456,23.3456,,,-1,-1,2022-09-30T14:53:54
24.326,46.524,23.9482,23.9482,,,-1,-1,2022-09-30T14:53:55
24.6472,46.6082,24.4319,24.4319,,,-1,-1,2022-09-30T14:53:56
25.1267,47.6913,24.9293,25.0049,,,-1,-1,2022-09-30T14:53:57
24.069,47.3733,24.4015,24.9132,,,-1,-1,2022-09-30T14:53:58
24.3377,48.4084,24.3527,24.4543,,,-1,-1,2022-09-30T14:53:59
23.9667,46.2108,24.1218,24.345,,,-1,-1,2022-09-30T14:54:00
24.1018,45.301,24.1618,24.1736,,,-1,-1,2022-09-30T14:54:01
23.8123,44.8146,23.9619,24.1478,,,-1,-1,2022-09-30T14:54:02
23.7595,46.0062,23.8472,23.9576,,,-1,-1,2022-09-30T14:54:03
23.9626,46.9307,23.9122,23.974,,,-1,-1,2022-09-30T14:54:04
24.2837,46.1464,24.1868,24.1913,,,-1,-1,2022-09-30T14:54:05
24.4595,47.8061,24.3448,24.3728,,,-1,-1,2022-09-30T14:54:06
24.3427,47.2675,24.3431,24.4064,,,-1,-1,2022-09-30T14:54:07
23.9819,47.1076,24.1276,24.355,,,-1,-1,2022-09-30T14:54:08
23.44,45.2393,23.7013,24.1058,,,-1,-1,2022-09-30T14:54:09
23.1243,44.1713,23.3268,23.7245,,,-1,-1,2022-09-30T14:54:10
22.8369,42.4522,23.0017,23.3184,,,-1,-1,2022-09-30T14:54:11
End of this datalogging file.
